rainfall,temp,soil_type,cultivation_method,fertilizer,yield,humidity,tree_name
2996.6,27.2,Đen,Truyền thống,Vô cơ,6589,57.5,Coffee
2996.6,27.2,Đen,Truyền thống,Vô cơ,5107,57,Thảo quả
3522.8,27.1,Đen,Truyền thống,Vô cơ,5518,55,Thảo quả
3522.8,27.1,Đen,Truyền thống,Vô cơ,4912,56,Thảo quả
3522.8,27.1,Đen,Truyền thống,Vô cơ,3830,54,Thảo quả
2903.1,26.8,Đen,Truyền thống,Vô cơ,4,58,Thảo quả
2903.1,26.8,Đen,Truyền thống,Vô cơ,9,58,Thảo quả
2903.1,26.8,Đen,Truyền thống,Vô cơ,12,59,Thảo quả
2996.6,37,Đen,Truyền thống,Vô cơ,2089,50,Thảo quả
2996.6,37,Đen,Truyền thống,Vô cơ,2810,54,Thảo quả
2996.6,37,Đen,Truyền thống,Vô cơ,841,53,Thảo quả
3522.8,38,Đen,Truyền thống,Vô cơ,3550,52,Thảo quả
3522.8,38,Đen,Truyền thống,Vô cơ,109,51,Thảo quả
3522.8,38,Đen,Truyền thống,Vô cơ,3368,57,Thảo quả
3729.8,39,Đen,Truyền thống,Vô cơ,3671,57,Thảo quả
3729.8,39,Đen,Truyền thống,Vô cơ,2404,60,Thảo quả
3729.8,39,Đen,Truyền thống,Hữu cơ,2805,57,Tiêu
2746.2,40,Đen,Truyền thống,Hữu cơ,2331,57,Tiêu
2746.2,40,Đen,Truyền thống,Hữu cơ,2088,54,Tiêu
2746.2,27,Đen,Truyền thống,Hữu cơ,2628,54.5,Tiêu
3360,27,Đen,Truyền thống,Hữu cơ,1939,56.6,Tiêu
3360,27,Đen,Truyền thống,Hữu cơ,1871,55.5,Tiêu
3360,27,Đen,Truyền thống,Hữu cơ,1868,58.5,Tiêu
3605.4,27,Cát sỏi,Truyền thống,Hữu cơ,127919,59.5,Tiêu
3605.4,27,Cát sỏi,Hữu cơ,Hữu cơ,75340,55,Tiêu
2903.1,27.2,Cát sỏi,Hữu cơ,Hữu cơ,29170,53,Tiêu
2903.1,27.2,Cát sỏi,Hữu cơ,Hữu cơ,1901,53.5,Tiêu
2903.1,27.2,Cát sỏi,Hữu cơ,Hữu cơ,972,52.5,Tiêu
2996.6,27,Cát sỏi,Hữu cơ,Hữu cơ,874,56,Tiêu
2996.6,27,Cát sỏi,Hữu cơ,Hữu cơ,592,57,Tiêu
2996.6,27,Cát sỏi,Hữu cơ,Hữu cơ,864,57.5,Tiêu
3522.8,27,Cát sỏi,Hữu cơ,Không sử dụng,5373,57,Cau
3522.8,27,Cát sỏi,Hữu cơ,Không sử dụng,6589,55,Cau
3522.8,27,Cát sỏi,Hữu cơ,Không sử dụng,5107,56,Cau
2746.2,27.2,Cát sỏi,Hữu cơ,Không sử dụng,5518,54,Cau
2746.2,27.2,Cát sỏi,Hữu cơ,Không sử dụng,4912,58,Cau
3360,27.2,Cát sỏi,Hữu cơ,Không sử dụng,3830,58,Cau
3360,27.1,Cát sỏi,Hữu cơ,Không sử dụng,4,59,Cau
3360,27.1,Cát sỏi,Hữu cơ,Không sử dụng,9,50,Cau
3605.4,27.1,Cát sỏi,Hữu cơ,Không sử dụng,12,54,Cau
3605.4,26.8,Cát sỏi,Hữu cơ,Không sử dụng,2089,53,Cau
3605.4,26.8,Cát sỏi,Hữu cơ,Không sử dụng,2810,52,Cau
3512.4,26.8,Cát sỏi,Hữu cơ,Không sử dụng,841,51,Cau
3512.4,37,Cát sỏi,Hữu cơ,Không sử dụng,3550,57,Cau
3512.4,37,Cát sỏi,Hữu cơ,Không sử dụng,109,57,Cau
3296,37,Cát sỏi,Hữu cơ,Không sử dụng,3368,60,Cau
3296,38,Cát sỏi,Hữu cơ,Hữu cơ,3671,57,Gừng
3296,38,Cát sỏi,Hữu cơ,Hữu cơ,2404,57,Gừng
3550,38,Cát sỏi,Hữu cơ,Hữu cơ,2805,54,Gừng
3550,39,Cát sỏi,Hữu cơ,Hữu cơ,2331,54.5,Gừng
3550,39,Cát sỏi,Hữu cơ,Hữu cơ,2088,56.6,Gừng
3654,39,Cát sỏi,Hữu cơ,Hữu cơ,2628,55.5,Gừng
3654,40,Cát sỏi,Hữu cơ,Hữu cơ,1939,58.5,Gừng
3654,40,Cát sỏi,Hữu cơ,Hữu cơ,1871,59.5,Gừng
233,40,Cát sỏi,Hữu cơ,Hữu cơ,1868,55,Gừng
233,41,Cát sỏi,Hữu cơ,Hữu cơ,127919,53,Gừng
233,41,Cát sỏi,Hữu cơ,Hữu cơ,75340,53.5,Gừng
234,41,Cát sỏi,Hữu cơ,Hữu cơ,29170,52.5,Gừng
234,42,Cát sỏi,Hữu cơ,Hữu cơ,1901,56,Gừng
234,42,Cát sỏi,Hữu cơ,Hữu cơ,972,57,Gừng
3105,42,Cát sỏi,Hữu cơ,Hữu cơ,874,57.5,Gừng
3105,43,Cát sỏi,Hữu cơ,Không sử dụng,592,57,Trà
3105,43,Cát sỏi,Hữu cơ,Không sử dụng,864,55,Trà
236,27,Đất thịt,Hữu cơ,Không sử dụng,5373,56,Trà
236,27,Đất thịt,Hữu cơ,Không sử dụng,6589,54,Trà
2903.1,27,Đất thịt,Hữu cơ,Không sử dụng,5107,58,Trà
2903.1,27,Đất thịt,Hữu cơ,Không sử dụng,5518,58,Trà
2903.1,27,Đất thịt,Truyền thống,Hữu cơ,4912,59,Trà
2996.6,27,Đất thịt,Truyền thống,Hữu cơ,3830,50,Trà
2996.6,27.2,Đất thịt,Truyền thống,Hữu cơ,313547,54,Trà
2996.6,27.2,Đất thịt,Truyền thống,Hữu cơ,2783,53,Trà
3522.8,27.2,Đất thịt,Truyền thống,Hữu cơ,1533,52,Trà
3522.8,27,Đất thịt,Truyền thống,Hữu cơ,1647,51,Trà
3522.8,27,Đất thịt,Truyền thống,Hữu cơ,975,57,Trà
2903.1,27,Đất thịt,Truyền thống,Hữu cơ,2,57,Trà
2903.1,27,Đất thịt,Truyền thống,Hữu cơ,836,60,Trà
2903.1,27,Đất thịt,Truyền thống,Vô cơ,806,57,Lúa
2996.6,27,Đất thịt,Truyền thống,Vô cơ,880,57,Lúa
2996.6,27.2,Đất thịt,Truyền thống,Vô cơ,770,54,Lúa
2996.6,27.2,Đất thịt,Truyền thống,Vô cơ,395,54.5,Lúa
3522.8,27.2,Đất thịt,Truyền thống,Vô cơ,187,56.6,Lúa
3522.8,27.1,Đất thịt,Truyền thống,Vô cơ,187,55.5,Lúa
3522.8,27.1,Đất thịt,Truyền thống,Vô cơ,121,58.5,Lúa
3729.8,27.1,Đất thịt,Truyền thống,Vô cơ,103,59.5,Lúa
3729.8,26.8,Đất thịt,Truyền thống,Vô cơ,71,55,Lúa
3729.8,26.8,Đất thịt,Truyền thống,Vô cơ,3961,53,Lúa
2746.2,26.8,Đất thịt,Truyền thống,Vô cơ,4247,53.5,Lúa
2746.2,37,Thoát nước tốt,Truyền thống,Vô cơ,3290,52.5,Lúa
2746.2,37,Thoát nước tốt,Truyền thống,Vô cơ,3138,56,Lúa
3360,37,Thoát nước tốt,Truyền thống,Vô cơ,3423,57,Lúa
3360,38,Thoát nước tốt,Truyền thống,Vô cơ,3899,57.5,Lúa
3360,38,Thoát nước tốt,Truyền thống,Hữu cơ,4015,57,Lạc
3605.4,38,Thoát nước tốt,Truyền thống,Hữu cơ,4279,55,Lạc
3605.4,39,Thoát nước tốt,Truyền thống,Hữu cơ,4167,56,Lạc
3605.4,39,Thoát nước tốt,Truyền thống,Hữu cơ,4479,54,Lạc
3512.4,39,Thoát nước tốt,Truyền thống,Hữu cơ,3699,58,Lạc
3512.4,40,Thoát nước tốt,Truyền thống,Hữu cơ,4904,58,Lạc
3512.4,40,Thoát nước tốt,Truyền thống,Hữu cơ,2821,59,Lạc
3296,40,Thoát nước tốt,Truyền thống,Hữu cơ,3472,50,Lạc
3296,41,Thoát nước tốt,Truyền thống,Hữu cơ,3647,54,Lạc
3296,41,Thoát nước tốt,Truyền thống,Hữu cơ,393,53,Lạc
3550,41,Thoát nước tốt,Truyền thống,Hữu cơ,167,52,Lạc
3550,42,Thoát nước tốt,Truyền thống,Hữu cơ,71,51,Lạc
3550,42,Đất sét có kết cấu trung bình,Truyền thống,Hữu cơ,52,57,Lạc
3654,42,Đất sét có kết cấu trung bình,Truyền thống,Hữu cơ,313547,57,Lạc
3654,43,Đất sét có kết cấu trung bình,Truyền thống,Hữu cơ,2783,60,Lạc
3654,27,Đất sét có kết cấu trung bình,Thủy canh,Không sử dụng,1533,57,Đậu đen
233,27,Đất sét có kết cấu trung bình,Thủy canh,Không sử dụng,1647,57,Đậu đen
233,27,Đất sét có kết cấu trung bình,Thủy canh,Không sử dụng,975,54,Đậu đen
233,27,Đất sét có kết cấu trung bình,Thủy canh,Không sử dụng,2,54.5,Đậu đen
234,27,Đất sét có kết cấu trung bình,Thủy canh,Không sử dụng,836,56.6,Đậu đen
234,27,Đất sét có kết cấu trung bình,Truyền thống,Hữu cơ,806,55.5,Đậu đen
234,27.2,Đất sét có kết cấu trung bình,Truyền thống,Hữu cơ,880,58.5,Đậu đen
3105,27.2,Đất sét có kết cấu trung bình,Truyền thống,Hữu cơ,770,59.5,Đậu đen
3105,27.2,Đất sét có kết cấu trung bình,Truyền thống,Hữu cơ,395,55,Đậu đen
3105,27,Đất sét có kết cấu trung bình,Truyền thống,Hữu cơ,187,53,Đậu đen
236,27,Đất sét có kết cấu trung bình,Truyền thống,Hữu cơ,187,53.5,Đậu đen
236,27,Đất sét có kết cấu trung bình,Truyền thống,Hữu cơ,121,52.5,Đậu đen
2903.1,27,Đất sét có kết cấu trung bình,Truyền thống,Hữu cơ,103,56,Đậu đen
2903.1,27,Đất sét có kết cấu trung bình,Truyền thống,Hữu cơ,71,59.5,Đậu đen
2903.1,27,Đất sét có kết cấu trung bình,Truyền thống,Hữu cơ,3961,55,Đậu đen
2996.6,27.2,Đất sét có kết cấu trung bình,Truyền thống,Vô cơ,4247,53,Hạt điều
2996.6,27.2,Đất sét có kết cấu trung bình,Truyền thống,Vô cơ,3290,53.5,Hạt điều
2996.6,27.2,Đất đá ong,Truyền thống,Vô cơ,3138,52.5,Hạt điều
3522.8,27.1,Đất đá ong,Truyền thống,Vô cơ,3423,56,Hạt điều
3522.8,27.1,Đất đá ong,Truyền thống,Vô cơ,3899,57,Hạt điều
3522.8,27.1,Đất đá ong,Truyền thống,Vô cơ,4015,57.5,Hạt điều
2903.1,26.8,Đất đá ong,Truyền thống,Vô cơ,4279,57,Hạt điều
2903.1,26.8,Đất đá ong,Truyền thống,Vô cơ,4167,55,Hạt điều
2903.1,26.8,Đất đá ong,Truyền thống,Vô cơ,4479,56,Hạt điều
2996.6,37,Đất đá ong,Truyền thống,Vô cơ,3699,54,Hạt điều
2996.6,37,Đất đá ong,Truyền thống,Vô cơ,4904,58,Hạt điều
2996.6,37,Đất đá ong,Truyền thống,Vô cơ,2821,58,Hạt điều
3522.8,38,Đất đá ong,Truyền thống,Vô cơ,3472,59,Hạt điều
3522.8,38,Đất đá ong,Truyền thống,Vô cơ,3647,50,Hạt điều
3522.8,38,Đất đá ong,Truyền thống,Vô cơ,393,54,Hạt điều
3729.8,39,Đất đá ong,Truyền thống,Hữu cơ,167,53,Dừa
3729.8,39,Đất đá ong,Truyền thống,Hữu cơ,71,59.5,Dừa
3729.8,39,Đất đá ong,Truyền thống,Hữu cơ,52,55,Dừa
2746.2,40,Đất đá ong,Truyền thống,Hữu cơ,2570,53,Dừa
2746.2,40,Đất đá ong,Truyền thống,Hữu cơ,27170,53.5,Dừa
2746.2,40,Đất đá ong,Truyền thống,Hữu cơ,114744,52.5,Dừa
3360,41,Đất đá ong,Truyền thống,Hữu cơ,1402,56,Dừa
3360,41,Đất đá ong,Truyền thống,Hữu cơ,23456,57,Dừa
3360,41,Đất đá ong,Truyền thống,Hữu cơ,107809,57.5,Dừa
3605.4,42,Đất đá ong,Truyền thống,Hữu cơ,1132,57,Dừa
3605.4,42,Đất đá ong,Truyền thống,Hữu cơ,23960,55,Dừa
2903.1,42,Đất đá ong,Truyền thống,Hữu cơ,126487,56,Dừa
2903.1,43,Đất đá ong,Truyền thống,Hữu cơ,804,54,Dừa
2903.1,43,Đất đá ong,Truyền thống,Hữu cơ,30362,58,Dừa
2996.6,128,Đất đá ong,Truyền thống,Hữu cơ,124492,58,Dừa
2996.6,129,Đất đá ong,Truyền thống,Hữu cơ,792,59,Dừa
2996.6,130,Đất phù sa,Truyền thống,Hữu cơ,34153,50,Gừng
3522.8,131,Đất phù sa,Truyền thống,Hữu cơ,2570,54,Gừng
3522.8,132,Đất phù sa,Truyền thống,Hữu cơ,27170,53,Gừng
3522.8,133,Đất phù sa,Hữu cơ,Hữu cơ,114744,59.5,Gừng
3729.8,134,Đất phù sa,Hữu cơ,Hữu cơ,1402,55,Gừng
3729.8,135,Đất phù sa,Hữu cơ,Hữu cơ,23456,53,Gừng
3729.8,136,Đất phù sa,Hữu cơ,Hữu cơ,107809,53.5,Gừng
2746.2,137,Đất phù sa,Hữu cơ,Hữu cơ,1132,52.5,Gừng
2746.2,138,Đất phù sa,Hữu cơ,Hữu cơ,23960,56,Gừng
2746.2,139,Đất phù sa,Hữu cơ,Hữu cơ,126487,57,Gừng
3360,140,Đất phù sa,Hữu cơ,Hữu cơ,804,57.5,Gừng
3360,141,Đất phù sa,Hữu cơ,Hữu cơ,30362,57,Gừng
3360,142,Đất phù sa,Hữu cơ,Hữu cơ,124492,55,Gừng
3605.4,143,Đất phù sa,Hữu cơ,Hữu cơ,792,56,Gừng
3605.4,144,Đất phù sa,Hữu cơ,Hữu cơ,34153,54,Gừng
3605.4,27,Đất phù sa,Truyền thống,Hữu cơ,132551,57,Dừa
3512.4,27,Đất phù sa,Truyền thống,Hữu cơ,338,57.5,Dừa
3512.4,27,Đất phù sa,Truyền thống,Hữu cơ,22966,57,Dừa
3512.4,27,Đất phù sa,Truyền thống,Hữu cơ,131763,55,Dừa
3296,27,Đất phù sa,Truyền thống,Hữu cơ,404,56,Dừa
3550,27,Đất phù sa,Truyền thống,Hữu cơ,24184,54,Dừa
3550,27.2,Đất phù sa,Truyền thống,Hữu cơ,124387,58,Dừa
3550,27.2,Đất phù sa,Truyền thống,Hữu cơ,343,58,Dừa
3654,27.2,Đất phù sa,Truyền thống,Hữu cơ,23099,59,Dừa
3654,27,Đất phù sa,Truyền thống,Hữu cơ,117825.84,50,Dừa
3654,27,Đất pha cát,Truyền thống,Hữu cơ,336,54,Dừa
233,27,Đất pha cát,Truyền thống,Hữu cơ,22594,53,Dừa
233,27,Đất pha cát,Truyền thống,Hữu cơ,116481.07,52,Dừa
233,27,Đất pha cát,Truyền thống,Hữu cơ,316,51,Dừa
234,27,Đất pha cát,Truyền thống,Hữu cơ,21400,57,Dừa
234,27.2,Đất pha cát,Truyền thống,Hữu cơ,122102,57,Dừa
234,27.2,Đất pha cát,Truyền thống,Hữu cơ,382,60,Dừa
3105,27.2,Đất pha cát,Truyền thống,Hữu cơ,19578,57,Dừa
3105,27.1,Đất pha cát,Truyền thống,Hữu cơ,121037,57,Dừa
3105,27.1,Đất pha cát,Truyền thống,Hữu cơ,231,54,Dừa
236,27.1,Đất pha cát,Truyền thống,Hữu cơ,18951,54.5,Dừa
236,26.8,Đất pha cát,Truyền thống,Hữu cơ,110579,56.6,Dừa
2903.1,26.8,Đất pha cát,Truyền thống,Hữu cơ,221,55.5,Dừa
2903.1,26.8,Đất pha cát,Truyền thống,Hữu cơ,15362,58.5,Dừa
2903.1,37,Đất pha cát,Truyền thống,Hữu cơ,120373,59.5,Dừa
2996.6,37,Đất pha cát,Truyền thống,Hữu cơ,291,55,Dừa
2996.6,37,Đất pha cát,Truyền thống,Hữu cơ,17231,53,Dừa
2996.6,38,Đất pha cát,Truyền thống,Hữu cơ,119359,53.5,Dừa
3296,38,Đất pha cát,Truyền thống,Hữu cơ,283,52.5,Dừa
3550,38,Đất pha cát,Truyền thống,Hữu cơ,17690,56,Dừa
3550,39,Đất pha cát,Truyền thống,Hữu cơ,7157,57,Dừa
3550,39,Đất pha cát,Truyền thống,Hữu cơ,8700,57.5,Dừa
3654,39,Đất pha cát,Truyền thống,Hữu cơ,41266,57,Dừa
3654,40,Đất pha cát,Truyền thống,Hữu cơ,8838,55,Dừa
3654,40,Đất pha cát,Truyền thống,Hữu cơ,8954,56,Dừa
233,40,Cát,Truyền thống,Hữu cơ,42915,54,Dừa
233,41,Cát,Truyền thống,Hữu cơ,9230,58,Dừa
233,41,Cát,Truyền thống,Hữu cơ,44313,58,Dừa
234,41,Cát,Truyền thống,Hữu cơ,45820,59,Dừa
234,42,Cát,Truyền thống,Hữu cơ,49084,50,Dừa
234,42,Cát,Truyền thống,Hữu cơ,86311,54,Dừa
3105,42,Cát,Truyền thống,Hữu cơ,57642,53,Dừa
3105,43,Cát,Truyền thống,Hữu cơ,58405,52,Dừa
3105,43,Cát,Truyền thống,Hữu cơ,60751,51,Dừa
236,27,Cát,Hữu cơ,Không sử dụng,109506,57,Dừa
236,27,Cát,Hữu cơ,Không sử dụng,114,57,Dừa
2903.1,27,Cát,Hữu cơ,Không sử dụng,3,60,Dừa
2903.1,27,Cát,Hữu cơ,Không sử dụng,95,57,Dừa
2903.1,27,Cát,Hữu cơ,Không sử dụng,19,57,Dừa
2996.6,27,Cát,Hữu cơ,Không sử dụng,54,54,Dừa
2996.6,27.2,Cát,Hữu cơ,Không sử dụng,13,54.5,Dừa
2996.6,27.2,Cát,Hữu cơ,Không sử dụng,123,56.6,Dừa
2903.1,27.2,Cát,Hữu cơ,Không sử dụng,19,55.5,Dừa
2903.1,27,Cát,Hữu cơ,Không sử dụng,32,58.5,Dừa
2903.1,27,Cát,Hữu cơ,Không sử dụng,8,59.5,Dừa
2996.6,27,Cát,Hữu cơ,Không sử dụng,50,55,Dừa
2996.6,27,Đất pha cát,Hữu cơ,Không sử dụng,10,53,Dừa
2996.6,27,Đất pha cát,Hữu cơ,Không sử dụng,29,53.5,Dừa
3522.8,27,Đất pha cát,Hữu cơ,Không sử dụng,44,52.5,Dừa
3522.8,27.2,Đất pha cát,Hữu cơ,Không sử dụng,33,56,Dừa
3522.8,27.2,Đất pha cát,Hữu cơ,Không sử dụng,14,57,Dừa
3729.8,27.2,Đất pha cát,Hữu cơ,Không sử dụng,56,57.5,Dừa
3729.8,27.1,Đất pha cát,Hữu cơ,Không sử dụng,26,57,Dừa
3729.8,27.1,Đất pha cát,Hữu cơ,Không sử dụng,98,55,Dừa
2746.2,27.1,Đất pha cát,Hữu cơ,Không sử dụng,3,56,Dừa
2746.2,26.8,Đất pha cát,Hữu cơ,Không sử dụng,58637,54,Dừa
2746.2,26.8,Đất pha cát,Hữu cơ,Không sử dụng,59777,58,Dừa
3360,26.8,Đất pha cát,Hữu cơ,Không sử dụng,60528,58,Dừa
3360,37,Đất pha cát,Hữu cơ,Không sử dụng,61126,59,Dừa
3360,37,Đất pha cát,Hữu cơ,Không sử dụng,623687,50,Dừa
3605.4,37,Đất pha cát,Hữu cơ,Không sử dụng,63504,54,Dừa
3605.4,38,Đất pha cát,Hữu cơ,Không sử dụng,63931,53,Dừa
3605.4,38,Đất pha cát,Hữu cơ,Không sử dụng,73730,52,Dừa
3512.4,38,Đất pha cát,Hữu cơ,Không sử dụng,118416,51,Dừa
3512.4,39,Đất pha cát,Hữu cơ,Không sử dụng,130132,57,Dừa
3512.4,39,Đất pha cát,Hữu cơ,Không sử dụng,154889,57,Dừa
3296,39,Đất pha cát,Hữu cơ,Không sử dụng,171739,60,Dừa
3296,40,Đất pha cát,Hữu cơ,Không sử dụng,172475,57,Dừa
3296,40,Đất pha cát,Hữu cơ,Không sử dụng,177939,57,Dừa
3550,40,Đất pha cát,Hữu cơ,Không sử dụng,313547,54,Dừa
3550,41,Đất pha cát,Hữu cơ,Không sử dụng,2783,54.5,Dừa
3550,41,Đất pha cát,Hữu cơ,Không sử dụng,1533,56.6,Dừa
3654,41,Đất pha cát,Hữu cơ,Không sử dụng,1647,55.5,Dừa
3654,42,Đất pha cát,Hữu cơ,Không sử dụng,975,58.5,Dừa
3654,42,Đất pha cát,Hữu cơ,Không sử dụng,2,59.5,Dừa
233,42,Đất pha cát,Hữu cơ,Không sử dụng,836,55,Dừa
233,43,Đất pha cát,Hữu cơ,Không sử dụng,806,53,Dừa
233,27,Đất pha cát,Truyền thống,Hữu cơ,880,53.5,Dừa
234,27,Đất pha cát,Truyền thống,Hữu cơ,770,52.5,Dừa
234,27,Đất pha cát,Truyền thống,Hữu cơ,395,56,Dừa
234,27,Đất pha cát,Truyền thống,Hữu cơ,187,57,Dừa
3105,27,Đất pha cát,Truyền thống,Hữu cơ,187,57.5,Dừa
3105,27,Đất pha cát,Truyền thống,Hữu cơ,121,57,Dừa
3105,27.2,Đất pha cát,Truyền thống,Hữu cơ,103,55,Dừa
236,27.2,Đất pha cát,Truyền thống,Hữu cơ,71,56,Dừa
236,27.2,Đất pha cát,Truyền thống,Hữu cơ,3961,54,Dừa
2903.1,27,Đất pha cát,Truyền thống,Hữu cơ,4247,58,Dừa
2903.1,27,Đất pha cát,Truyền thống,Hữu cơ,3290,58,Dừa
2903.1,27,Đất pha cát,Truyền thống,Hữu cơ,3138,59,Dừa
2996.6,27,Đất pha cát,Truyền thống,Hữu cơ,3423,50,Dừa
2996.6,27,Đất pha cát,Truyền thống,Hữu cơ,3899,54,Dừa
2996.6,27,Đất pha cát,Truyền thống,Hữu cơ,4015,53,Dừa
3522.8,27.2,Đất pha cát,Truyền thống,Hữu cơ,4279,52,Dừa
3522.8,27.2,Đất pha cát,Truyền thống,Hữu cơ,4167,51,Dừa
3522.8,27.2,Đất pha cát,Truyền thống,Hữu cơ,4479,57,Dừa
3729.8,27.1,Cát,Truyền thống,Không sử dụng,3699,57,Dừa
3729.8,27.1,Cát,Truyền thống,Không sử dụng,4904,60,Dừa
3729.8,27.1,Cát,Truyền thống,Không sử dụng,2821,57,Dừa
2746.2,26.8,Cát,Truyền thống,Không sử dụng,3472,57,Dừa
2746.2,26.8,Cát,Truyền thống,Không sử dụng,3647,54,Dừa
2746.2,26.8,Cát,Truyền thống,Không sử dụng,393,54.5,Dừa
3360,37,Cát,Truyền thống,Không sử dụng,167,56.6,Dừa
3360,37,Cát,Truyền thống,Không sử dụng,71,55.5,Dừa
3360,37,Cát,Truyền thống,Không sử dụng,52,58.5,Dừa
3605.4,38,Cát,Truyền thống,Không sử dụng,12,59.5,Dừa
3605.4,38,Cát,Truyền thống,Không sử dụng,51,55,Dừa
3605.4,38,Cát,Truyền thống,Không sử dụng,61,53,Dừa
3512.4,39,Cát,Truyền thống,Không sử dụng,67,53.5,Dừa
3512.4,39,Cát,Truyền thống,Không sử dụng,62,52.5,Dừa
3512.4,39,Cát,Truyền thống,Không sử dụng,32,56,Dừa
3296,40,Cát,Truyền thống,Không sử dụng,22,57,Dừa
3296,40,Cát,Truyền thống,Không sử dụng,25,57.5,Dừa
3296,40,Cát,Truyền thống,Không sử dụng,4,57,Dừa
3550,41,Cát,Truyền thống,Không sử dụng,9,55,Dừa
3550,41,Cát,Truyền thống,Không sử dụng,12,56,Dừa
3550,41,Cát,Truyền thống,Không sử dụng,2089,54,Dừa
3654,42,Cát,Truyền thống,Không sử dụng,2810,58,Dừa
3654,42,Cát,Truyền thống,Không sử dụng,841,58,Dừa
3654,42,Cát,Truyền thống,Không sử dụng,3550,59,Dừa
233,43,Cát,Truyền thống,Không sử dụng,109,50,Dừa
233,43,Cát,Truyền thống,Không sử dụng,3368,54,Dừa
233,128,Cát,Truyền thống,Hữu cơ,3671,53,Ca cao
2903.1,129,Cát,Truyền thống,Hữu cơ,2404,52,Ca cao
2903.1,130,Cát,Truyền thống,Hữu cơ,2805,51,Ca cao
2903.1,131,Cát,Truyền thống,Hữu cơ,2331,57,Ca cao
2996.6,132,Cát,Truyền thống,Hữu cơ,2088,57,Ca cao
2996.6,133,Cát,Truyền thống,Hữu cơ,2628,60,Ca cao
2996.6,134,Cát,Công nghệ cao,Vô cơ,1939,57,Coffee
3522.8,135,Cát,Công nghệ cao,Vô cơ,1871,57,Coffee
3522.8,136,Cát,Công nghệ cao,Vô cơ,1868,54,Coffee
3522.8,137,Cát,Công nghệ cao,Vô cơ,127919,54.5,Coffee
3729.8,138,Cát,Công nghệ cao,Vô cơ,75340,56.6,Coffee
3729.8,139,Cát,Công nghệ cao,Vô cơ,29170,55.5,Coffee
3729.8,140,Cát,Công nghệ cao,Vô cơ,1901,58.5,Coffee
2746.2,141,Cát,Công nghệ cao,Vô cơ,972,59.5,Coffee
2746.2,142,Cát,Công nghệ cao,Vô cơ,874,55,Coffee
2746.2,143,Cát,Công nghệ cao,Vô cơ,592,53,Coffee
3360,144,Cát,Công nghệ cao,Vô cơ,864,53.5,Coffee
3360,27,Cát,Công nghệ cao,Vô cơ,5373,52.5,Coffee
3360,27,Cát,Công nghệ cao,Vô cơ,6589,56,Coffee
3605.4,27,Cát,Công nghệ cao,Vô cơ,5107,57,Coffee
3605.4,27,Cát,Công nghệ cao,Vô cơ,5518,57.5,Coffee
3605.4,27,Cát,Truyền thống,Vô cơ,4912,57,Thảo quả
3512.4,27,Cát,Truyền thống,Vô cơ,3830,55,Thảo quả
3512.4,27.2,Cát,Truyền thống,Vô cơ,4,56,Thảo quả
3512.4,27.2,Cát,Truyền thống,Vô cơ,9,54,Thảo quả
3296,27.2,Đất phù sa,Truyền thống,Vô cơ,12,58,Thảo quả
3296,27,Đất phù sa,Truyền thống,Vô cơ,2089,58,Thảo quả
3296,27,Đất phù sa,Truyền thống,Vô cơ,2810,59,Thảo quả
3550,27,Đất phù sa,Truyền thống,Vô cơ,841,50,Thảo quả
3550,27,Đất phù sa,Truyền thống,Vô cơ,3550,54,Thảo quả
3550,27,Đất phù sa,Truyền thống,Vô cơ,109,53,Thảo quả
3654,27,Đất phù sa,Truyền thống,Vô cơ,3368,52,Thảo quả
3654,27.2,Đất phù sa,Truyền thống,Vô cơ,3671,51,Thảo quả
3654,27.2,Đất phù sa,Truyền thống,Vô cơ,2404,57,Thảo quả
233,27.2,Đất phù sa,Truyền thống,Vô cơ,2805,57,Thảo quả
233,27.1,Đất phù sa,Truyền thống,Vô cơ,2331,60,Thảo quả
233,27.1,Đất phù sa,Truyền thống,Hữu cơ,2088,57,Tiêu
234,27.1,Đất phù sa,Truyền thống,Hữu cơ,2628,57,Tiêu
234,26.8,Đất phù sa,Truyền thống,Hữu cơ,1939,54,Tiêu
234,26.8,Đất phù sa,Truyền thống,Hữu cơ,1871,54.5,Tiêu
3105,26.8,Đất phù sa,Truyền thống,Hữu cơ,1868,56.6,Tiêu
3105,37,Đất phù sa,Truyền thống,Hữu cơ,127919,55.5,Tiêu
3105,37,Đất phù sa,Truyền thống,Hữu cơ,75340,58.5,Tiêu
236,37,Đất phù sa,Truyền thống,Hữu cơ,29170,59.5,Tiêu
236,38,Đất phù sa,Hữu cơ,Hữu cơ,1901,55,Tiêu
2903.1,38,Đất phù sa,Hữu cơ,Hữu cơ,972,53,Tiêu
2903.1,38,Đất phù sa,Hữu cơ,Hữu cơ,874,53.5,Tiêu
2903.1,39,Đất pha cát,Hữu cơ,Hữu cơ,592,52.5,Tiêu
2996.6,39,Đất pha cát,Hữu cơ,Hữu cơ,864,56,Tiêu
2996.6,39,Đất pha cát,Hữu cơ,Hữu cơ,5373,57,Tiêu
2996.6,40,Đất pha cát,Hữu cơ,Hữu cơ,6589,57.5,Tiêu
3522.8,40,Đất pha cát,Hữu cơ,Không sử dụng,5107,57,Cau
3522.8,40,Đất pha cát,Hữu cơ,Không sử dụng,5518,55,Cau
3522.8,41,Đất pha cát,Hữu cơ,Không sử dụng,4912,56,Cau
